source,target,description,file_name,knowledge_base_id,workspace_id
ent-6b4eaa6cb3da3da129e8a523e2779cf1,ent-8de47f4397b3ceabb586267fe76f9ea8,Michael Keaton directed The Merry Gentleman,2wiki_subcorpus.txt,test_kb,test_workspace
ent-6b4eaa6cb3da3da129e8a523e2779cf1,ent-8de47f4397b3ceabb586267fe76f9ea8,Michael Keaton starred in The Merry Gentleman,2wiki_subcorpus.txt,test_kb,test_workspace
ent-842abfbe88de0e80b6e42a55226a5ade,ent-8de47f4397b3ceabb586267fe76f9ea8,Kelly Macdonald starred in The Merry Gentleman,2wiki_subcorpus.txt,test_kb,test_workspace
ent-1e4e1ec13f7128da22403ae66ea03936,ent-c4e0e14b35e388d7ff422ad1e5e5905e,Luke Damon Goss born on 29 September 1968,2wiki_subcorpus.txt,test_kb,test_workspace
ent-1e4e1ec13f7128da22403ae66ea03936,ent-d7b33027d01cda1cada87aafd9bdd2dc,Luke Damon Goss is English actor,2wiki_subcorpus.txt,test_kb,test_workspace
ent-1e4e1ec13f7128da22403ae66ea03936,ent-77135812250a2bb57f59ae81250e4490,Luke Damon Goss is drummer of Bros,2wiki_subcorpus.txt,test_kb,test_workspace
ent-1e4e1ec13f7128da22403ae66ea03936,ent-907d2a854596aada68d7654c859382da,Luke Damon Goss acted in Blade II,2wiki_subcorpus.txt,test_kb,test_workspace
ent-1e4e1ec13f7128da22403ae66ea03936,ent-2f1cbadf5366e5d8dbbac654b362d982,Luke Damon Goss acted as Jared Nomak,2wiki_subcorpus.txt,test_kb,test_workspace
ent-907d2a854596aada68d7654c859382da,ent-4ba29b9f9e5732ed33761840f4ba6c53,Blade II released in 2002,2wiki_subcorpus.txt,test_kb,test_workspace
ent-1e4e1ec13f7128da22403ae66ea03936,ent-71904cc8c09fd642f9c49625d40568d4,Luke Damon Goss acted in One Night with the King,2wiki_subcorpus.txt,test_kb,test_workspace
ent-1e4e1ec13f7128da22403ae66ea03936,ent-81a1771acaa2a2856bccbe40bb0da858,Luke Damon Goss acted as King Xerxes,2wiki_subcorpus.txt,test_kb,test_workspace
ent-71904cc8c09fd642f9c49625d40568d4,ent-ea5a486c712a91e48443cd802642223d,One Night with the King released in 2006,2wiki_subcorpus.txt,test_kb,test_workspace
ent-1e4e1ec13f7128da22403ae66ea03936,ent-ad61a8d2435a23b895e020ef92cd5a98,Luke Damon Goss acted in Tekken,2wiki_subcorpus.txt,test_kb,test_workspace
ent-1e4e1ec13f7128da22403ae66ea03936,ent-a183bcafe90d8be87174183292254e09,Luke Damon Goss acted as Steve Fox,2wiki_subcorpus.txt,test_kb,test_workspace
ent-303cc0b0893fad6540765a9989b1502b,ent-8625106baa4d18489fe90817f1b033c5,Perry Bhandal born on 12 January 1968,2wiki_subcorpus.txt,test_kb,test_workspace
ent-303cc0b0893fad6540765a9989b1502b,ent-c7f5e66fcef854dec7a09e5928c9db08,Perry Bhandal is British,2wiki_subcorpus.txt,test_kb,test_workspace
ent-303cc0b0893fad6540765a9989b1502b,ent-ea67cc3e473432e203e2806987ed734c,Perry Bhandal is film director,2wiki_subcorpus.txt,test_kb,test_workspace
ent-303cc0b0893fad6540765a9989b1502b,ent-aed34f1aa5adb8da8c5bd3e8bc54ff24,Perry Bhandal is screenwriter,2wiki_subcorpus.txt,test_kb,test_workspace
ent-303cc0b0893fad6540765a9989b1502b,ent-f18122ddebc4341b4ed758b3f0817da8,Perry Bhandal is producer,2wiki_subcorpus.txt,test_kb,test_workspace
ent-303cc0b0893fad6540765a9989b1502b,ent-f02cf68c27aa11cc9698430e270ccb1b,Perry Bhandal produced Interview with a Hitman,2wiki_subcorpus.txt,test_kb,test_workspace
ent-4f7c270cd87afe6b4d6f28223e65661d,ent-74ab61a8e1d526cc62cd5f4418b95e43,"Matt Corboy born on June 4, 1973",2wiki_subcorpus.txt,test_kb,test_workspace
ent-4f7c270cd87afe6b4d6f28223e65661d,ent-c6c6f067a3ead9ce67a1c67a790fa26b,Matt Corboy is American,2wiki_subcorpus.txt,test_kb,test_workspace
ent-4f7c270cd87afe6b4d6f28223e65661d,ent-8e62561c3ac6d3fb0016e9a34a2caa5d,Matt Corboy is actor,2wiki_subcorpus.txt,test_kb,test_workspace
ent-9f44a3952dda6d4ec64341662f5af464,ent-a8c0a7ff7c27e88a70145970d75878a7,Spring Handicap is 1937 British comedy film,2wiki_subcorpus.txt,test_kb,test_workspace
ent-9f44a3952dda6d4ec64341662f5af464,ent-f993fe66a2782d398c376f3f1169cb98,Spring Handicap directed by Herbert Brenon,2wiki_subcorpus.txt,test_kb,test_workspace
ent-9f44a3952dda6d4ec64341662f5af464,ent-3c771ff10e530690d15b8bf5466d94cd,Spring Handicap starring Will Fyffe,2wiki_subcorpus.txt,test_kb,test_workspace
ent-9f44a3952dda6d4ec64341662f5af464,ent-ecebb0145a6ad2d66e323acd3624b997,Spring Handicap starring Maire O'Neill,2wiki_subcorpus.txt,test_kb,test_workspace
ent-9f44a3952dda6d4ec64341662f5af464,ent-0a3b51194a97bf511395444061dc8a29,Spring Handicap starring Billy Milton,2wiki_subcorpus.txt,test_kb,test_workspace
ent-9f44a3952dda6d4ec64341662f5af464,ent-194e19666a2cf3ac98ea12387de14479,Spring Handicap was made by Associated British Picture Corporation,2wiki_subcorpus.txt,test_kb,test_workspace
ent-9f44a3952dda6d4ec64341662f5af464,ent-57dd1b17f059bf5303d8516d4cd44308,Spring Handicap was made at Elstree Studios,2wiki_subcorpus.txt,test_kb,test_workspace
ent-f02cf68c27aa11cc9698430e270ccb1b,ent-2b46da7a9a4dc0431c56373399b15984,Interview with a Hitman is 2012 British action film,2wiki_subcorpus.txt,test_kb,test_workspace
ent-f02cf68c27aa11cc9698430e270ccb1b,ent-303cc0b0893fad6540765a9989b1502b,Interview with a Hitman written by Perry Bhandal,2wiki_subcorpus.txt,test_kb,test_workspace
ent-f02cf68c27aa11cc9698430e270ccb1b,ent-303cc0b0893fad6540765a9989b1502b,Interview with a Hitman directed by Perry Bhandal,2wiki_subcorpus.txt,test_kb,test_workspace
ent-a8bc2e7ba5f3523fda3394c8ddb11af3,ent-e5f748c89dc644334cf109092db69e25,Luke Goss plays Viktor,2wiki_subcorpus.txt,test_kb,test_workspace
ent-e5f748c89dc644334cf109092db69e25,ent-65c6f7e76e9b906e42d2150651bbfdea,Viktor is Romanian hitman,2wiki_subcorpus.txt,test_kb,test_workspace
ent-f02cf68c27aa11cc9698430e270ccb1b,ent-11bc86da051743c0f80d37f3c2b8f438,Interview with a Hitman produced by Kirlian Pictures,2wiki_subcorpus.txt,test_kb,test_workspace
ent-f02cf68c27aa11cc9698430e270ccb1b,ent-7d584233f19625dfc37acb8604ba81e2,Interview with a Hitman produced by Scanner Rhodes,2wiki_subcorpus.txt,test_kb,test_workspace
ent-f02cf68c27aa11cc9698430e270ccb1b,ent-f3fc59150a2ab01a5f51ea46eff6a20b,Interview with a Hitman produced with assistance of Northern Film& Media,2wiki_subcorpus.txt,test_kb,test_workspace
ent-f02cf68c27aa11cc9698430e270ccb1b,ent-a8bc2e7ba5f3523fda3394c8ddb11af3,Interview with a Hitman stars Luke Goss,2wiki_subcorpus.txt,test_kb,test_workspace
ent-f02cf68c27aa11cc9698430e270ccb1b,ent-497154fd4ce362305274171c3a97599d,Interview with a Hitman stars Caroline Tillette,2wiki_subcorpus.txt,test_kb,test_workspace
ent-f02cf68c27aa11cc9698430e270ccb1b,ent-8eca7264a3c74d3fc9f794fca17e0b07,Interview with a Hitman stars Stephen Marcus,2wiki_subcorpus.txt,test_kb,test_workspace
ent-f02cf68c27aa11cc9698430e270ccb1b,ent-ae6a3d59c8d35bc462740862c6daf841,Interview with a Hitman stars Danny Midwinter,2wiki_subcorpus.txt,test_kb,test_workspace
ent-f02cf68c27aa11cc9698430e270ccb1b,ent-9c281c98a1d5b88c433e847b0112f2fa,Interview with a Hitman stars Elliot Greene,2wiki_subcorpus.txt,test_kb,test_workspace
ent-5bbc56e6988c8bf84a4c56e95e9ee0f3,ent-c215b446bcdf956d848a8419c1b5a920,Michael Govan born 1963,2wiki_subcorpus.txt,test_kb,test_workspace
ent-5bbc56e6988c8bf84a4c56e95e9ee0f3,ent-860883858766d89cf81b9648fa3b2c0c,Michael Govan director of Los Angeles County Museum of Art,2wiki_subcorpus.txt,test_kb,test_workspace
ent-3f95297841caf4533a2042e69bcb9077,ent-1f8e3529e884ea61317d63456c77f988,Jackie Kong is American screenwriter,2wiki_subcorpus.txt,test_kb,test_workspace
ent-3f95297841caf4533a2042e69bcb9077,ent-b86d89cc45d2f3efe2a9ec689ee5f2ce,Jackie Kong is film producer,2wiki_subcorpus.txt,test_kb,test_workspace
ent-3f95297841caf4533a2042e69bcb9077,ent-ea67cc3e473432e203e2806987ed734c,Jackie Kong is film director,2wiki_subcorpus.txt,test_kb,test_workspace
ent-3f95297841caf4533a2042e69bcb9077,ent-410d565942770e737c12fb75e9aac116,Jackie Kong known for Blood Diner,2wiki_subcorpus.txt,test_kb,test_workspace
ent-e7adcbca05597a96423c25eab303bc71,ent-0cbbb416b734092944892d265ab8aefd,Ian Barry is Australian director,2wiki_subcorpus.txt,test_kb,test_workspace
ent-884e49cba227b6a62ae69a6030d9d765,ent-44ea02d10c107d030464c3576f880510,"Dana Blankstein-Cohen born on March 3, 1981",2wiki_subcorpus.txt,test_kb,test_workspace
ent-884e49cba227b6a62ae69a6030d9d765,ent-dfc2b0022765d4bfd131ffe65805f6c8,Dana Blankstein-Cohen is director of Israeli Academy of Film and Television,2wiki_subcorpus.txt,test_kb,test_workspace
ent-884e49cba227b6a62ae69a6030d9d765,ent-ea67cc3e473432e203e2806987ed734c,Dana Blankstein-Cohen is film director,2wiki_subcorpus.txt,test_kb,test_workspace
ent-884e49cba227b6a62ae69a6030d9d765,ent-3c95256b25314cfd53d388837a23629f,Dana Blankstein-Cohen is Israeli culture entrepreneur,2wiki_subcorpus.txt,test_kb,test_workspace
ent-d2dd6ff71cb01c807a3786ff648a092f,ent-a38b16173474ba8b1a95bcbc30d3b8a5,Charles Leavitt born in 1953,2wiki_subcorpus.txt,test_kb,test_workspace
ent-d2dd6ff71cb01c807a3786ff648a092f,ent-1f8e3529e884ea61317d63456c77f988,Charles Leavitt is American screenwriter,2wiki_subcorpus.txt,test_kb,test_workspace
ent-d2dd6ff71cb01c807a3786ff648a092f,ent-f4094ae72b9562f5127aa1617e0d10b9,Charles Leavitt best known for writing Blood Diamond,2wiki_subcorpus.txt,test_kb,test_workspace
ent-6ab4d01adc6a0f621fcf48b0d078e629,ent-ff348861b3b8c4d471c8abb53b33a267,"Leo Fong born on November 23, 1928",2wiki_subcorpus.txt,test_kb,test_workspace
ent-6ab4d01adc6a0f621fcf48b0d078e629,ent-547b40c72cbc2b7a1ab9c3e233d7c0f1,Leo Fong is Chinese American actor,2wiki_subcorpus.txt,test_kb,test_workspace
ent-6ab4d01adc6a0f621fcf48b0d078e629,ent-f25bc5896c4d2cd47b94651fddcc2766,Leo Fong is martial artist,2wiki_subcorpus.txt,test_kb,test_workspace
ent-6ab4d01adc6a0f621fcf48b0d078e629,ent-0aac16330f9a907665ec2fad88f2e8dc,Leo Fong is boxer,2wiki_subcorpus.txt,test_kb,test_workspace
ent-ac8671b2b18de537df9864bd1413e1c2,ent-8dd1bae8da2e2408210d0656fbe6b7d1,John Farrell is director of YouTube,2wiki_subcorpus.txt,test_kb,test_workspace
ent-ac8671b2b18de537df9864bd1413e1c2,ent-dfcd11e5c9131eb8e5f970e5e4ee5a53,John Farrell operates in Latin America,2wiki_subcorpus.txt,test_kb,test_workspace
ent-7b7656d4c1af62a7b2ec8c7a24b8af05,ent-c6c6f067a3ead9ce67a1c67a790fa26b,Peter Levin is American,2wiki_subcorpus.txt,test_kb,test_workspace
ent-4dbf9bc02789f163350707ea3321f812,ent-9320cb578003a3b133dea3cbf19a7aac,"Tamara Lee Story born on February 24, 1959",2wiki_subcorpus.txt,test_kb,test_workspace
ent-4dbf9bc02789f163350707ea3321f812,ent-8299142f983196e3699f1722a4bc9b90,Tamara Lee Story is member of Colorado Senate,2wiki_subcorpus.txt,test_kb,test_workspace
ent-4dbf9bc02789f163350707ea3321f812,ent-98856c911d9a5093ce145e8df4b4e7fc,Tamara Lee Story represents 16th district,2wiki_subcorpus.txt,test_kb,test_workspace
ent-4dbf9bc02789f163350707ea3321f812,ent-3538369d4fb504d9403a63a3f6b9d94b,Tamara Lee Story represents Jefferson County,2wiki_subcorpus.txt,test_kb,test_workspace
ent-b9c9762af8f3b156b2ef565856c28357,ent-09c9a7926810b40ea6b98fde9813587b,"Alex Story born on December 6, 1974",2wiki_subcorpus.txt,test_kb,test_workspace
ent-b9c9762af8f3b156b2ef565856c28357,ent-c7f5e66fcef854dec7a09e5928c9db08,Alex Story is British,2wiki_subcorpus.txt,test_kb,test_workspace
ent-b9c9762af8f3b156b2ef565856c28357,ent-dcda230468e2449b47626eac595a55c9,Alex Story member of British Conservative Party,2wiki_subcorpus.txt,test_kb,test_workspace
ent-b9c9762af8f3b156b2ef565856c28357,ent-c8a700a20aae232b3609048f691161e8,Alex Story competed in 1996 Olympic Games,2wiki_subcorpus.txt,test_kb,test_workspace
ent-b9c9762af8f3b156b2ef565856c28357,ent-8b1c40ce6629723de95905617aaf5743,Alex Story competed in Atlanta,2wiki_subcorpus.txt,test_kb,test_workspace
ent-eff648d6d4c942b5c765a981cc2fe0a5,ent-a38b16173474ba8b1a95bcbc30d3b8a5,Richard W. Story born in 1953,2wiki_subcorpus.txt,test_kb,test_workspace
ent-eff648d6d4c942b5c765a981cc2fe0a5,ent-92f4c74e29f2214c8d98c083c4247cb6,Richard W. Story is Senior United States District Judge,2wiki_subcorpus.txt,test_kb,test_workspace
ent-eff648d6d4c942b5c765a981cc2fe0a5,ent-f9f3e8a860c23e8c866d942217a26fae,Richard W. Story serves at United States District Court for the Northern District of Georgia,2wiki_subcorpus.txt,test_kb,test_workspace
ent-3efdf5486cd51a172e291e966637fc1d,ent-b056f22642cf8121dad75b2be5ec5a7c,"Andrea Douglas Story born on April 2, 1959",2wiki_subcorpus.txt,test_kb,test_workspace
